"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","Lease.Footprint..Acres.","Year","Date","Equipment","Labor","Fuel","Maintenance","Consumables","Cost of Goods Sold","Year","Date","Cost of Goods Sold","Fixed Overhead Costs","Cost of Production","Debt","Individual Scallops","ShellHeight (mm)","ShellHeight (Inches)","Adductor (g)","Adductor (lb)","Adductor Count per lb","Run Rate (Whole Scallop)","Break Even Price (Whole Scallop)","Run Rate (Adductor)","Break Even Price (Adductor)","Year","Date","Lease","Insurance","Aquaculture License","Owner Salary","Full Time Employee","Depreciation","Fixed Overhead Costs","Sea.Days","Totalequipment","Longlines","Spec.equip","Ownership"
"11139",320000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,54720,26666,32640,600,114026,10,2035,114026,162561.09,276587.09,3221049.06,187578,120.32,4.74,42.51,0.09,10.67,1.47,2.45,15.73,26.18,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,47988.0186666667,162561.089829733,199,515403.789333333,9,"Automated Drill and Pin","Sole Ownership"
"11140",330000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,56960,27604,33760,600,118324,10,2035,118324,163265.7,281589.7,3268180.73,193440,120.32,4.74,42.51,0.09,10.67,1.46,2.41,15.53,25.76,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,48692.63175,163265.702913066,206,518443.543166667,9,"Automated Drill and Pin","Sole Ownership"
"11141",340000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,58080,28274,34560,600,120914,10,2035,120914,164697.86,285611.86,3314409.35,199302,120.32,4.74,42.51,0.09,10.67,1.43,2.38,15.29,25.35,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,49861.1115,164697.85723674,211,528455.297,10,"Automated Drill and Pin","Sole Ownership"
"11142",350000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,60320,29212,35680,600,125212,10,2035,125212,165402.47,290614.47,3361541.02,205164,120.32,4.74,42.51,0.09,10.67,1.42,2.34,15.12,24.98,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,50565.7245833333,165402.470320073,218,531495.050833333,10,"Automated Drill and Pin","Sole Ownership"
"11143",360000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,61440,29748,36320,600,127508,10,2035,127508,166100.85,293608.85,3388863.97,211025,120.32,4.74,42.51,0.09,10.67,1.39,2.29,14.85,24.48,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,51264.1043333333,166100.850070073,222,534486.071333333,10,"Automated Drill and Pin","Sole Ownership"
"11144",370000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,63680,30686,37440,600,131806,10,2035,131806,167535.8,299341.8,3451029.4,216887,120.32,4.74,42.51,0.09,10.67,1.38,2.27,14.73,24.26,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,52435.3840833333,167535.804393747,229,544525.825166667,11,"Automated Drill and Pin","Sole Ownership"
"11145",380000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,64800,31088,37920,600,133808,10,2035,133808,168237.62,302045.62,3475756.26,222749,120.32,4.74,42.51,0.09,10.67,1.36,2.23,14.47,23.79,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,53137.1971666667,168237.617477081,232,547537.579,11,"Automated Drill and Pin","Sole Ownership"
"11146",390000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,67840,33098,40320,600,141258,10,2035,141258,168938.8,310196.8,3551608.02,228611,120.32,4.74,42.51,0.09,10.67,1.36,2.22,14.48,23.68,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,53838.3769166667,168938.797227081,247,550556.5995,11,"Automated Drill and Pin","Sole Ownership"
"11147",400000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,68960,33500,40800,600,143260,10,2035,143260,169640.61,312900.61,3576334.88,234473,120.32,4.74,42.51,0.09,10.67,1.33,2.18,14.24,23.25,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,54540.19,169640.610310414,250,553568.353333333,11,"Automated Drill and Pin","Sole Ownership"
"11148",410000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,70240,34170,41600,600,146010,10,2035,146010,171075.56,317085.56,3623794.31,240334,120.32,4.74,42.51,0.09,10.67,1.32,2.15,14.08,22.99,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,55711.46975,171075.564634088,255,563608.107166667,12,"Automated Drill and Pin","Sole Ownership"
"11149",420000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,72480,35108,42720,600,150308,10,2035,150308,171773.94,322081.94,3670817.26,246196,120.32,4.74,42.51,0.09,10.67,1.31,2.13,13.96,22.73,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,56409.8495,171773.944384088,262,566599.127666667,12,"Automated Drill and Pin","Sole Ownership"
"11150",430000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,73600,35510,43200,600,152310,10,2035,152310,172478.56,324788.56,3695602.92,252058,120.32,4.74,42.51,0.09,10.67,1.29,2.09,13.75,22.35,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,57114.4625833333,172478.557467421,265,569638.8815,12,"Automated Drill and Pin","Sole Ownership"
"11151",440000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,75360,36582,44480,600,156422,10,2035,156422,173180.37,329602.37,3743725.79,257920,120.32,4.74,42.51,0.09,10.67,1.28,2.07,13.64,22.13,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,57816.2756666667,173180.370550755,273,572650.635333333,12,"Automated Drill and Pin","Sole Ownership"
"11152",450000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,76480,36984,44960,600,158424,10,2035,158424,174611.89,333035.89,3783495.3,263782,120.32,4.74,42.51,0.09,10.67,1.26,2.05,13.47,21.87,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,58984.1220833333,174611.891541095,276,582669.655833333,13,"Automated Drill and Pin","Sole Ownership"
"11153",460000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,78720,37922,46080,600,162722,10,2035,162722,175313.7,338035.7,3830568.17,269644,120.32,4.74,42.51,0.09,10.67,1.25,2.03,13.38,21.66,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,59685.9351666667,175313.704624429,283,585681.409666667,13,"Automated Drill and Pin","Sole Ownership"
"11154",470000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,79680,38324,46560,600,164564,10,2035,164564,176018.32,340582.32,3853913.83,275505,120.32,4.74,42.51,0.09,10.67,1.24,2,13.19,21.32,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,60390.54825,176018.317707762,286,588721.1635,13,"Automated Drill and Pin","Sole Ownership"
"11155",480000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,81600,39396,47840,600,168836,10,2035,168836,177447.04,346283.04,3912692.54,281367,120.32,4.74,42.51,0.09,10.67,1.23,1.99,13.13,21.2,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,61555.5946666667,177447.038698103,294,598712.184,14,"Automated Drill and Pin","Sole Ownership"
"11156",490000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,83840,40736,49440,600,174016,10,2035,174016,178151.65,352167.65,3969526.21,287229,120.32,4.74,42.51,0.09,10.67,1.23,1.97,13.08,21.07,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,62260.20775,178151.651781436,304,601751.937833333,14,"Automated Drill and Pin","Sole Ownership"
"11157",500000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,84960,41138,49920,600,176018,10,2035,176018,178853.46,354871.46,3994253.08,293091,120.32,4.74,42.51,0.09,10.67,1.21,1.95,12.92,20.77,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,62962.0208333333,178853.464864769,307,604763.691666667,14,"Automated Drill and Pin","Sole Ownership"
"11158",510000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,87360,42210,51200,600,180770,10,2035,180770,179558.08,360328.08,4046378.74,298953,120.32,4.74,42.51,0.09,10.67,1.21,1.93,12.86,20.63,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,63666.6339166667,179558.077948103,315,607803.4455,14,"Automated Drill and Pin","Sole Ownership"
"11159",520000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,88480,42746,51840,600,183066,10,2035,183066,180986.8,364052.8,4088735.45,304814,120.32,4.74,42.51,0.09,10.67,1.19,1.92,12.74,20.45,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,64831.6803333333,180986.798938443,319,617794.466,15,"Automated Drill and Pin","Sole Ownership"
"11160",530000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,90720,43952,53280,600,187952,10,2035,187952,181691.41,369643.41,4142335.12,310676,120.32,4.74,42.51,0.09,10.67,1.19,1.9,12.7,20.33,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,65536.2934166667,181691.412021777,328,620834.219833333,15,"Automated Drill and Pin","Sole Ownership"
"11161",540000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,91840,44354,53760,600,189954,10,2035,189954,182393.23,372347.23,4167061.99,316538,120.32,4.74,42.51,0.09,10.67,1.18,1.88,12.55,20.07,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,66238.1065,182393.22510511,331,623845.973666667,15,"Automated Drill and Pin","Sole Ownership"
"11162",550000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,94080,45292,54880,600,194252,10,2035,194252,183094.4,377346.4,4214143.74,322400,120.32,4.74,42.51,0.09,10.67,1.17,1.87,12.49,19.93,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,66939.28625,183094.40485511,338,626864.994166667,15,"Automated Drill and Pin","Sole Ownership"
"11163",560000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,95200,45694,55360,600,196254,10,2035,196254,184526.56,380780.56,4253904.36,328262,120.32,4.74,42.51,0.09,10.67,1.16,1.85,12.38,19.75,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,68107.766,184526.559178784,341,636876.748,16,"Automated Drill and Pin","Sole Ownership"
"11164",570000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,96320,46230,56000,600,198550,10,2035,198550,185231.17,383781.17,4281336.03,334124,120.32,4.74,42.51,0.09,10.67,1.15,1.83,12.26,19.53,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,68812.3790833333,185231.172262117,345,639916.501833333,16,"Automated Drill and Pin","Sole Ownership"
"11165",580000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,99360,48240,58400,600,206000,10,2035,206000,185929.55,391929.55,4357128.98,339985,120.32,4.74,42.51,0.09,10.67,1.15,1.83,12.3,19.54,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,69510.7588333333,185929.552012117,360,642907.522333333,16,"Automated Drill and Pin","Sole Ownership"
"11166",590000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,100480,48642,58880,600,208002,10,2035,208002,187364.51,395366.51,4396948.4,345847,120.32,4.74,42.51,0.09,10.67,1.14,1.82,12.2,19.38,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,70682.0385833333,187364.506335791,363,652947.276166667,17,"Automated Drill and Pin","Sole Ownership"
"11167",600000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,102720,49580,60000,600,212300,10,2035,212300,188066.32,400366.32,4444021.27,351709,120.32,4.74,42.51,0.09,10.67,1.14,1.81,12.15,19.26,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,71383.8516666667,188066.319419125,370,655959.03,17,"Automated Drill and Pin","Sole Ownership"
"11168",50000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,10880,6030,7280,600,24190,10,2035,24190,132400.21,156590.21,1922884.9,29309,120.32,4.74,42.51,0.09,10.67,5.34,9.37,57.01,100.01,10,Aug 2035,527.349147347986,6000,1200,60000,45000,19672.8654166667,132400.214564015,45,263138.035833333,2,"Drill (Dremel)","Cooperative Ownership"
"11169",60000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,12160,6700,8080,600,26940,10,2035,26940,133104.83,160044.83,1954402.57,35171,120.32,4.74,42.51,0.09,10.67,4.55,7.94,48.56,84.71,10,Aug 2035,527.349147347986,6000,1200,60000,45000,20377.4785,133104.827647348,50,266177.789666667,2,"Drill (Dremel)","Cooperative Ownership"
"11170",70000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,14560,7772,9360,600,31692,10,2035,31692,133803.21,165495.21,2005511.52,41033,120.32,4.74,42.51,0.09,10.67,4.03,6.98,43.04,74.51,10,Aug 2035,527.349147347986,6000,1200,60000,45000,21075.85825,133803.207397348,58,269168.810166667,2,"Drill (Dremel)","Cooperative Ownership"
"11171",80000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,16000,8442,10160,600,34602,10,2035,34602,135235.36,169837.36,2053444.14,46895,120.32,4.74,42.51,0.09,10.67,3.62,6.26,38.65,66.75,10,Aug 2035,791.023721021979,6000,1200,60000,45000,22244.338,135235.361721022,63,279180.564,3,"Drill (Dremel)","Cooperative Ownership"
"11172",90000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,17280,8978,10800,600,37058,10,2035,37058,135939.97,172997.97,2082315.81,52756,120.32,4.74,42.51,0.09,10.67,3.28,5.64,34.99,60.17,10,Aug 2035,791.023721021979,6000,1200,60000,45000,22948.9510833333,135939.974804355,67,282220.317833333,3,"Drill (Dremel)","Cooperative Ownership"
"11173",100000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,20480,11122,13360,600,44962,10,2035,44962,136638.35,181600.35,2162194.76,58618,120.32,4.74,42.51,0.09,10.67,3.1,5.27,33.06,56.23,10,Aug 2035,791.023721021979,6000,1200,60000,45000,23647.3308333333,136638.354554355,83,285211.338333333,3,"Drill (Dremel)","Cooperative Ownership"
"11174",110000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,21920,11926,14320,600,48166,10,2035,48166,137342.97,185508.97,2198706.43,64480,120.32,4.74,42.51,0.09,10.67,2.88,4.87,30.7,51.98,10,Aug 2035,791.023721021979,6000,1200,60000,45000,24351.9439166667,137342.967637689,89,288251.092166667,3,"Drill (Dremel)","Cooperative Ownership"
"11175",120000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,24320,12998,15600,600,52918,10,2035,52918,138775.12,191693.12,2264899.05,70342,120.32,4.74,42.51,0.09,10.67,2.73,4.6,29.08,49.08,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,25520.4236666667,138775.121961363,97,298262.846,4,"Drill (Dremel)","Cooperative Ownership"
"11176",130000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,25600,13534,16240,600,55374,10,2035,55374,139476.3,194850.3,2293720.8,76204,120.32,4.74,42.51,0.09,10.67,2.56,4.3,27.29,45.88,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,26221.6034166667,139476.301711363,101,301281.8665,4,"Drill (Dremel)","Cooperative Ownership"
"11177",140000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,28000,14606,17520,600,60126,10,2035,60126,140178.11,200304.11,2344879.67,82065,120.32,4.74,42.51,0.09,10.67,2.44,4.08,26.05,43.56,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,26923.4165,140178.114794696,109,304293.620333333,4,"Drill (Dremel)","Cooperative Ownership"
"11178",150000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,29280,15410,18480,600,63170,10,2035,63170,141613.07,204783.07,2395253.09,87927,120.32,4.74,42.51,0.09,10.67,2.33,3.89,24.85,41.53,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,28094.69625,141613.06911837,115,314333.374166667,5,"Drill (Dremel)","Cooperative Ownership"
"11179",160000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,30720,16214,19440,600,66374,10,2035,66374,142311.45,208685.45,2430748.04,93789,120.32,4.74,42.51,0.09,10.67,2.23,3.7,23.74,39.51,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,28793.076,142311.44886837,121,317324.394666667,5,"Drill (Dremel)","Cooperative Ownership"
"11180",170000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,33120,17286,20720,600,71126,10,2035,71126,143016.06,214142.06,2481965.71,99651,120.32,4.74,42.51,0.09,10.67,2.15,3.56,22.93,37.97,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,29497.6890833333,143016.061951703,129,320364.1485,5,"Drill (Dremel)","Cooperative Ownership"
"11181",180000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,34400,17822,21360,600,73582,10,2035,73582,143717.88,217299.88,2510778.58,105513,120.32,4.74,42.51,0.09,10.67,2.06,3.4,21.98,36.27,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,30199.5021666667,143717.875035037,133,323375.902333333,5,"Drill (Dremel)","Cooperative Ownership"
"11182",190000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,36800,18894,22640,600,78334,10,2035,78334,145152.83,223486.83,2577030,111375,120.32,4.74,42.51,0.09,10.67,2.01,3.31,21.41,35.27,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,31370.7819166667,145152.829358711,141,333415.656166667,6,"Drill (Dremel)","Cooperative Ownership"
"11183",200000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,38880,20502,24560,600,83942,10,2035,83942,145851.21,229793.21,2634562.95,117236,120.32,4.74,42.51,0.09,10.67,1.96,3.21,20.92,34.26,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,32069.1616666667,145851.209108711,153,336406.676666667,6,"Drill (Dremel)","Cooperative Ownership"
"11184",210000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,41440,21842,26160,600,89442,10,2035,89442,146555.82,235997.82,2693420.62,123098,120.32,4.74,42.51,0.09,10.67,1.92,3.13,20.46,33.35,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,32773.77475,146555.822192044,163,339446.4305,6,"Drill (Dremel)","Cooperative Ownership"
"11185",220000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,42240,22244,26640,600,91124,10,2035,91124,147257.64,238381.64,2716815.49,128960,120.32,4.74,42.51,0.09,10.67,1.85,3.01,19.73,32.12,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,33475.5878333333,147257.635275377,166,342458.184333333,6,"Drill (Dremel)","Cooperative Ownership"
"11186",230000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,44640,23316,27920,600,95876,10,2035,95876,148689.16,244565.16,2783016.99,134822,120.32,4.74,42.51,0.09,10.67,1.81,2.95,19.36,31.47,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,34643.43425,148689.156265718,174,352477.204833333,7,"Drill (Dremel)","Cooperative Ownership"
"11187",240000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,46080,23986,28720,600,98786,10,2035,98786,149390.97,248176.97,2815915.86,140684,120.32,4.74,42.51,0.09,10.67,1.76,2.86,18.82,30.51,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,35345.2473333333,149390.969349051,179,355488.958666667,7,"Drill (Dremel)","Cooperative Ownership"
"11188",250000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,47360,24790,29680,600,101830,10,2035,101830,150095.58,251925.58,2851255.53,146545,120.32,4.74,42.51,0.09,10.67,1.72,2.78,18.34,29.66,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,36049.8604166667,150095.582432385,185,358528.7125,7,"Drill (Dremel)","Cooperative Ownership"
"11189",260000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,49760,25996,31120,600,106876,10,2035,106876,151524.3,258400.3,2920044.23,152407,120.32,4.74,42.51,0.09,10.67,1.7,2.74,18.09,29.21,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,37214.9068333333,151524.303422725,194,368519.733,8,"Drill (Dremel)","Cooperative Ownership"
"11190",270000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,51040,26532,31760,600,109332,10,2035,109332,152228.92,261560.92,2948915.9,158269,120.32,4.74,42.51,0.09,10.67,1.65,2.66,17.64,28.4,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,37919.5199166667,152228.916506059,198,371559.486833333,8,"Drill (Dremel)","Cooperative Ownership"
"11191",280000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,53440,27604,33040,600,114084,10,2035,114084,152930.73,267014.73,3000074.77,164131,120.32,4.74,42.51,0.09,10.67,1.63,2.61,17.36,27.86,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,38621.333,152930.729589392,206,374571.240666667,8,"Drill (Dremel)","Cooperative Ownership"
"11192",290000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,55520,29212,34960,600,119692,10,2035,119692,153631.91,273323.91,3057666.52,169993,120.32,4.74,42.51,0.09,10.67,1.61,2.57,17.16,27.42,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,39322.51275,153631.909339392,218,377590.261166667,8,"Drill (Dremel)","Cooperative Ownership"
"11193",300000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,57920,30284,36240,600,124444,10,2035,124444,155064.06,279508.06,3123859.14,175854,120.32,4.74,42.51,0.09,10.67,1.59,2.54,16.96,27.08,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,40490.9925,155064.063663066,226,387602.015,9,"Drill (Dremel)","Cooperative Ownership"
"11194",310000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,59360,31088,37200,600,127648,10,2035,127648,155768.68,283416.68,3160370.81,181716,120.32,4.74,42.51,0.09,10.67,1.56,2.48,16.64,26.51,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,41195.6055833333,155768.676746399,232,390641.768833333,9,"Drill (Dremel)","Cooperative Ownership"
"11195",320000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,60800,31758,38000,600,130558,10,2035,130558,156467.06,287025.06,3193219.76,187578,120.32,4.74,42.51,0.09,10.67,1.53,2.43,16.33,25.95,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,41893.9853333333,156467.056496399,237,393632.789333333,9,"Drill (Dremel)","Cooperative Ownership"
"11196",330000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,63200,32830,39280,600,135310,10,2035,135310,157171.67,292481.67,3244437.43,193440,120.32,4.74,42.51,0.09,10.67,1.51,2.4,16.13,25.57,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,42598.5984166667,157171.669579733,245,396672.543166667,9,"Drill (Dremel)","Cooperative Ownership"
"11197",340000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,64480,33634,40240,600,138354,10,2035,138354,158603.82,296957.82,3294752.05,199302,120.32,4.74,42.51,0.09,10.67,1.49,2.36,15.9,25.2,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,43767.0781666667,158603.823903407,251,406684.297,10,"Drill (Dremel)","Cooperative Ownership"
"11198",350000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,66880,34706,41520,600,143106,10,2035,143106,159308.44,302414.44,3345969.72,205164,120.32,4.74,42.51,0.09,10.67,1.47,2.33,15.73,24.86,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,44471.69125,159308.43698674,259,409724.050833333,10,"Drill (Dremel)","Cooperative Ownership"
"11199",360000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,68160,35376,42320,600,145856,10,2035,145856,160006.82,305862.82,3377378.67,211025,120.32,4.74,42.51,0.09,10.67,1.45,2.29,15.47,24.4,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,45170.071,160006.81673674,264,412715.071333333,10,"Drill (Dremel)","Cooperative Ownership"
"11200",370000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,70560,36448,43600,600,150608,10,2035,150608,161441.77,312049.77,3443630.1,216887,120.32,4.74,42.51,0.09,10.67,1.44,2.27,15.35,24.2,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,46341.35075,161441.771060414,272,422754.825166667,11,"Drill (Dremel)","Cooperative Ownership"
"11201",380000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,71840,36984,44240,600,153064,10,2035,153064,162143.58,315207.58,3472442.96,222749,120.32,4.74,42.51,0.09,10.67,1.42,2.23,15.1,23.76,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,47043.1638333333,162143.584143747,276,425766.579,11,"Drill (Dremel)","Cooperative Ownership"
"11202",390000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,75040,39128,46800,600,160968,10,2035,160968,162844.76,323812.76,3552380.72,228611,120.32,4.74,42.51,0.09,10.67,1.42,2.22,15.11,23.69,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,47744.3435833333,162844.763893747,292,428785.5995,11,"Drill (Dremel)","Cooperative Ownership"
"11203",400000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,76480,39798,47600,600,163878,10,2035,163878,163546.58,327424.58,3585279.58,234473,120.32,4.74,42.51,0.09,10.67,1.4,2.18,14.9,23.31,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,48446.1566666667,163546.576977081,297,431797.353333333,11,"Drill (Dremel)","Cooperative Ownership"
"11204",410000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,77920,40602,48560,600,167082,10,2035,167082,164981.53,332063.53,3636825.01,240334,120.32,4.74,42.51,0.09,10.67,1.38,2.16,14.74,23.07,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,49617.4364166667,164981.531300755,303,441837.107166667,12,"Drill (Dremel)","Cooperative Ownership"
"11205",420000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,80320,41674,49840,600,171834,10,2035,171834,165679.91,337513.91,3687933.96,246196,120.32,4.74,42.51,0.09,10.67,1.37,2.14,14.63,22.84,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,50315.8161666667,165679.911050755,311,444828.127666667,12,"Drill (Dremel)","Cooperative Ownership"
"11206",430000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,81600,42210,50480,600,174290,10,2035,174290,166384.52,340674.52,3716805.62,252058,120.32,4.74,42.51,0.09,10.67,1.35,2.11,14.42,22.48,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,51020.42925,166384.524134088,315,447867.8815,12,"Drill (Dremel)","Cooperative Ownership"
"11207",440000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,83520,43416,51920,600,178856,10,2035,178856,167086.34,345942.34,3769014.49,257920,120.32,4.74,42.51,0.09,10.67,1.34,2.09,14.31,22.28,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,51722.2423333333,167086.337217421,324,450879.635333333,12,"Drill (Dremel)","Cooperative Ownership"
"11208",450000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,84800,43952,52560,600,181312,10,2035,181312,168517.86,349829.86,3812870,263782,120.32,4.74,42.51,0.09,10.67,1.33,2.06,14.15,22.03,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,52890.08875,168517.858207762,328,460898.655833333,13,"Drill (Dremel)","Cooperative Ownership"
